C# Variable,C# Id,C# Value,Db Variable,SNOMED Code,Code Description
Ethnicity,-8,8,ethnicity,977591000000103,Asian or Asian British: Indian - Northern Ireland ethnic category 2011 census (finding)
Ethnicity,-9,9,ethnicity,977711000000100,Asian or Asian British: Pakistani - Northern Ireland ethnic category 2011 census
Ethnicity,-9,9,ethnicity,977711000000100,Asian or Asian British: Pakistani - Northern Ireland ethnic category 2011 census (finding)
Ethnicity,-10,10,ethnicity,977731000000108,Asian or Asian British: Bangladeshi - Northern Ireland ethnic category 2011 census
Ethnicity,-10,10,ethnicity,977731000000108,Asian or Asian British: Bangladeshi - Northern Ireland ethnic category 2011 census (finding)
Ethnicity,-15,15,ethnicity,977751000000101,Asian or Asian British: Chinese - Northern Ireland ethnic category 2011 census
Ethnicity,-15,15,ethnicity,977751000000101,Asian or Asian British: Chinese - Northern Ireland ethnic category 2011 census (finding)
Ethnicity,-11,11,ethnicity,977771000000105,Asian or Asian British: any other Asian background - Northern Ireland ethnic category 2011 census
Ethnicity,-11,11,ethnicity,977771000000105,Asian or Asian British: any other Asian background - Northern Ireland ethnic category 2011 census (finding)
Ethnicity,-13,13,ethnicity,977791000000109,Black or African or Caribbean or Black British: African - Northern Ireland ethnic category 2011 census
Ethnicity,-13,13,ethnicity,977791000000109,Black or African or Caribbean or Black British: African - Northern Ireland ethnic category 2011 census (finding)
Ethnicity,-12,12,ethnicity,977811000000105,Black or African or Caribbean or Black British: Caribbean - Northern Ireland ethnic category 2011 census
Ethnicity,-12,12,ethnicity,977811000000105,Black or African or Caribbean or Black British: Caribbean - Northern Ireland ethnic category 2011 census (finding)
Ethnicity,-14,14,ethnicity,977831000000102,Black or African or Caribbean or Black British: other Black or African or Caribbean background - Northern Ireland ethnic category 2011 census
Ethnicity,-14,14,ethnicity,977831000000102,Black or African or Caribbean or Black British: other Black or African or Caribbean background - Northern Ireland ethnic category 2011 census (finding)
Ethnicity,-16,16,ethnicity,977851000000109,Other ethnic group: Arab - Northern Ireland ethnic category 2011 census
Ethnicity,-16,16,ethnicity,977851000000109,Other ethnic group: Arab - Northern Ireland ethnic category 2011 census (finding)
Ethnicity,-16,16,ethnicity,977871000000100,Other ethnic group: any other ethnic group - Northern Ireland ethnic category 2011 census
Ethnicity,-16,16,ethnicity,977871000000100,Other ethnic group: any other ethnic group - Northern Ireland ethnic category 2011 census (finding)
Ethnicity,-1,1,ethnicity,977911000000103,White: Scottish - Scotland ethnic category 2011 census
Ethnicity,-1,1,ethnicity,977911000000103,White: Scottish - Scotland ethnic category 2011 census (finding)
Ethnicity,-1,1,ethnicity,977931000000106,White: other British - Scotland ethnic category 2011 census
Ethnicity,-1,1,ethnicity,977931000000106,White: other British - Scotland ethnic category 2011 census (finding)
Ethnicity,-2,2,ethnicity,977951000000104,White: Irish - Scotland ethnic category 2011 census
Ethnicity,-2,2,ethnicity,977951000000104,White: Irish - Scotland ethnic category 2011 census (finding)
Ethnicity,-2,2,ethnicity,977971000000108,White: Gypsy or Irish Traveller - Scotland ethnic category 2011 census
Ethnicity,-2,2,ethnicity,977971000000108,White: Gypsy or Irish Traveller - Scotland ethnic category 2011 census (finding)
Ethnicity,-3,3,ethnicity,978011000000101,White: Polish - Scotland ethnic category 2011 census
Ethnicity,-3,3,ethnicity,978011000000101,White: Polish - Scotland ethnic category 2011 census (finding)
Ethnicity,-3,3,ethnicity,978031000000109,White: any other White ethnic group - Scotland ethnic category 2011 census
Ethnicity,-3,3,ethnicity,978031000000109,White: any other White ethnic group - Scotland ethnic category 2011 census (finding)
Ethnicity,-7,7,ethnicity,978051000000102,Mixed or multiple ethnic groups: any Mixed or multiple ethnic group - Scotland ethnic category 2011 census
Ethnicity,-7,7,ethnicity,978051000000102,Mixed or multiple ethnic groups: any Mixed or multiple ethnic group - Scotland ethnic category 2011 census (finding)
Ethnicity,-9,9,ethnicity,978071000000106,"Asian or Asian Scottish or Asian British: Pakistani, Pakistani Scottish or Pakistani British - Scotland ethnic category 2011 census"
Ethnicity,-9,9,ethnicity,978071000000106,"Asian or Asian Scottish or Asian British: Pakistani, Pakistani Scottish or Pakistani British - Scotland ethnic category 2011 census (finding)"
Ethnicity,-8,8,ethnicity,978111000000100,"Asian or Asian Scottish or Asian British: Indian, Indian Scottish or Indian British - Scotland ethnic category 2011 census"
Ethnicity,-8,8,ethnicity,978111000000100,"Asian or Asian Scottish or Asian British: Indian, Indian Scottish or Indian British - Scotland ethnic category 2011 census (finding)"
Ethnicity,-10,10,ethnicity,978171000000105,"Asian or Asian Scottish or Asian British: Bangladeshi, Bangladeshi Scottish or Bangladeshi British - Scotland ethnic category 2011 census"
Ethnicity,-10,10,ethnicity,978171000000105,"Asian or Asian Scottish or Asian British: Bangladeshi, Bangladeshi Scottish or Bangladeshi British - Scotland ethnic category 2011 census (finding)"
Ethnicity,-15,15,ethnicity,978191000000109,Asian or Asian Scottish or Asian British: Chinese - Scotland ethnic category 2011 census
Ethnicity,-15,15,ethnicity,978191000000109,Asian or Asian Scottish or Asian British: Chinese - Scotland ethnic category 2011 census (finding)
Ethnicity,-11,11,ethnicity,978211000000108,Asian or Asian Scottish or Asian British: any other Asian group - Scotland ethnic category 2011 census
Ethnicity,-11,11,ethnicity,978211000000108,Asian or Asian Scottish or Asian British: any other Asian group - Scotland ethnic category 2011 census (finding)
Ethnicity,-14,14,ethnicity,978231000000100,"African: African, African Scottish or African British - Scotland ethnic category 2011 census"
Ethnicity,-14,14,ethnicity,978231000000100,"African: African, African Scottish or African British - Scotland ethnic category 2011 census (finding)"
Ethnicity,-14,14,ethnicity,978251000000107,African: any other African - Scotland ethnic category 2011 census
Ethnicity,-14,14,ethnicity,978251000000107,African: any other African - Scotland ethnic category 2011 census (finding)
Ethnicity,-12,12,ethnicity,978271000000103,"Caribbean or Black: Caribbean, Caribbean Scottish or Caribbean British - Scotland ethnic category 2011 census"
Ethnicity,-12,12,ethnicity,978271000000103,"Caribbean or Black: Caribbean, Caribbean Scottish or Caribbean British - Scotland ethnic category 2011 census (finding)"
Ethnicity,-12,12,ethnicity,978341000000102,"Caribbean or Black: Black, Black Scottish or Black British - Scotland ethnic category 2011 census"
Ethnicity,-12,12,ethnicity,978341000000102,"Caribbean or Black: Black, Black Scottish or Black British - Scotland ethnic category 2011 census (finding)"
Ethnicity,-12,12,ethnicity,978361000000101,Caribbean or Black: any other Black or Caribbean group - Scotland ethnic category 2011 census
Ethnicity,-12,12,ethnicity,978361000000101,Caribbean or Black: any other Black or Caribbean group - Scotland ethnic category 2011 census (finding)
Ethnicity,-16,16,ethnicity,978381000000105,"Other ethnic group: Arab, Arab Scottish or Arab British - Scotland ethnic category 2011 census"
Ethnicity,-16,16,ethnicity,978381000000105,"Other ethnic group: Arab, Arab Scottish or Arab British - Scotland ethnic category 2011 census (finding)"
Ethnicity,-16,16,ethnicity,978401000000105,Other ethnic group: any other ethnic group - Scotland ethnic category 2011 census
Ethnicity,-16,16,ethnicity,978401000000105,Other ethnic group: any other ethnic group - Scotland ethnic category 2011 census (finding)
HeartFailure,25,1,_CCF,364006,Acute left-sided heart failure (disorder)
HeartFailure,25,1,_CCF,5053004,Cardiac insufficiency due to prosthesis (disorder)
HeartFailure,25,1,_CCF,5148006,Hypertensive heart disease with congestive heart failure (disorder)
HeartFailure,25,1,_CCF,5375005,Chronic left-sided congestive heart failure (disorder)
HeartFailure,25,1,_CCF,10091002,High output heart failure (disorder)
HeartFailure,25,1,_CCF,10335000,Chronic right-sided heart failure (disorder)
HeartFailure,25,1,_CCF,10519008,Acute pulmonary edema caused by fumes AND/OR vapors (disorder)
HeartFailure,25,1,_CCF,10519008,Acute pulmonary edema due to fumes AND/OR vapors (disorder)
HeartFailure,25,1,_CCF,10633002,Acute congestive heart failure (disorder)
HeartFailure,25,1,_CCF,13839000,Bernheim's syndrome (disorder)
HeartFailure,25,1,_CCF,25544003,Low output heart failure (disorder)
HeartFailure,25,1,_CCF,33644002,Postvalvulotomy syndrome (disorder)
HeartFailure,25,1,_CCF,40541001,Acute pulmonary edema (disorder)
HeartFailure,25,1,_CCF,42343007,Congestive heart failure (disorder)
HeartFailure,25,1,_CCF,43736008,Rheumatic left ventricular failure (disorder)
HeartFailure,25,1,_CCF,44088000,Low cardiac output syndrome (disorder)
HeartFailure,25,1,_CCF,44313006,Right heart failure secondary to left heart failure (disorder)
HeartFailure,25,1,_CCF,46113002,Hypertensive heart failure (disorder)
HeartFailure,25,1,_CCF,48447003,Chronic heart failure (disorder)
HeartFailure,25,1,_CCF,49584005,Acute cor pulmonale (disorder)
HeartFailure,25,1,_CCF,55565007,Cardiac failure after obstetrical surgery AND/OR other procedure including delivery (disorder)
HeartFailure,25,1,_CCF,56675007,Acute heart failure (disorder)
HeartFailure,25,1,_CCF,60856006,Cardiac insufficiency following cardiac surgery (disorder)
HeartFailure,25,1,_CCF,61233003,Silo-fillers' disease (disorder)
HeartFailure,25,1,_CCF,66989003,Chronic right-sided congestive heart failure (disorder)
HeartFailure,25,1,_CCF,71892000,Cardiac asthma (disorder)
HeartFailure,25,1,_CCF,74960003,Acute left-sided congestive heart failure (disorder)
HeartFailure,25,1,_CCF,77737007,Benign hypertensive heart disease with congestive heart failure (disorder)
HeartFailure,25,1,_CCF,78862003,Ayerza's syndrome (disorder)
HeartFailure,25,1,_CCF,79955004,Chronic cor pulmonale (disorder)
HeartFailure,25,1,_CCF,80479009,Acute right-sided congestive heart failure (disorder)
HeartFailure,25,1,_CCF,82523003,Congestive rheumatic heart failure (disorder)
HeartFailure,25,1,_CCF,83105008,Malignant hypertensive heart disease with congestive heart failure (disorder)
HeartFailure,25,1,_CCF,83291003,Cor pulmonale (disorder)
HeartFailure,25,1,_CCF,84114007,Cardiac failure NOS
HeartFailure,25,1,_CCF,84114007,Heart failure (disorder)
HeartFailure,25,1,_CCF,85232009,Left heart failure (disorder)
HeartFailure,25,1,_CCF,88805009,Chronic congestive heart failure (disorder)
HeartFailure,25,1,_CCF,89819002,Cardiac insufficiency during AND/OR resulting from a procedure (disorder)
HeartFailure,25,1,_CCF,92506005,Biventricular congestive heart failure (disorder)
HeartFailure,25,1,_CCF,111283005,Chronic left-sided heart failure (disorder)
HeartFailure,25,1,_CCF,128404006,Right heart failure (disorder)
HeartFailure,25,1,_CCF,134401001,Left ventricular systolic dysfunction (disorder)
HeartFailure,25,1,_CCF,194767001,Benign hypertensive heart disease with congestive cardiac failure (disorder)
HeartFailure,25,1,_CCF,194779001,Hypertensive heart and renal disease with (congestive) heart failure (disorder)
HeartFailure,25,1,_CCF,194781004,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure (disorder)
HeartFailure,25,1,_CCF,195111005,Decompensated cardiac failure (disorder)
HeartFailure,25,1,_CCF,195112003,Compensated cardiac failure (disorder)
HeartFailure,25,1,_CCF,195114002,Acute left ventricular failure (disorder)
HeartFailure,25,1,_CCF,206586007,Congenital cardiac failure (disorder)
HeartFailure,25,1,_CCF,207553000,[D]Cardiorespiratory failure (context-dependent category)
HeartFailure,25,1,_CCF,207553000,[D]Cardiorespiratory failure (situation)
HeartFailure,25,1,_CCF,233706004,Drug-induced acute pulmonary edema (disorder)
HeartFailure,25,1,_CCF,233709006,Toxic pulmonary edema (disorder)
HeartFailure,25,1,_CCF,233710001,Chemical-induced pulmonary edema (disorder)
HeartFailure,25,1,_CCF,233711002,Oxygen-induced pulmonary edema (disorder)
HeartFailure,25,1,_CCF,233924009,Heart failure as a complication of care (disorder)
HeartFailure,25,1,_CCF,275514001,Impaired left ventricular function (finding)
HeartFailure,25,1,_CCF,276514007,Neonatal cardiac failure (disorder)
HeartFailure,25,1,_CCF,277638005,Sepsis-associated left ventricular failure (disorder)
HeartFailure,25,1,_CCF,277639002,Sepsis-associated right ventricular failure (disorder)
HeartFailure,25,1,_CCF,314206003,Refractory heart failure (disorder)
HeartFailure,25,1,_CCF,359617009,Acute right-sided heart failure (disorder)
HeartFailure,25,1,_CCF,359620001,Acute right heart failure (disorder)
HeartFailure,25,1,_CCF,360371003,Acute cardiac pulmonary edema (disorder)
HeartFailure,25,1,_CCF,367363000,Right ventricular failure (disorder)
HeartFailure,25,1,_CCF,371862006,Depression of left ventricular systolic function (finding)
HeartFailure,25,1,_CCF,395704004,Left ventricular diastolic dysfunction (disorder)
HeartFailure,25,1,_CCF,407605008,New York Heart Association classification - class I (assessment scale)
HeartFailure,25,1,_CCF,407606009,New York Heart Association classification - class II (assessment scale)
HeartFailure,25,1,_CCF,407607000,New York Heart Association classification - class III (assessment scale)
HeartFailure,25,1,_CCF,407608005,New York Heart Association classification - class IV (assessment scale)
HeartFailure,25,1,_CCF,410431009,Cardiorespiratory failure (disorder)
HeartFailure,25,1,_CCF,417996009,Systolic heart failure (disorder)
HeartFailure,25,1,_CCF,418304008,Diastolic heart failure (disorder)
HeartFailure,25,1,_CCF,420300004,New York Heart Association Classification - Class I (finding)
HeartFailure,25,1,_CCF,420913000,New York Heart Association Classification - Class III (finding)
HeartFailure,25,1,_CCF,421704003,New York Heart Association Classification - Class II (finding)
HeartFailure,25,1,_CCF,422293003,New York Heart Association Classification - Class IV (finding)
HeartFailure,25,1,_CCF,424404003,Decompensated chronic heart failure (disorder)
HeartFailure,25,1,_CCF,426012001,Right heart failure due to pulmonary hypertension (disorder)
HeartFailure,25,1,_CCF,426263006,Congestive heart failure due to left ventricular systolic dysfunction (disorder)
HeartFailure,25,1,_CCF,426611007,Congestive heart failure due to valvular disease (disorder)
HeartFailure,25,1,_CCF,430396006,Chronic systolic dysfunction of left ventricle (disorder)
HeartFailure,25,1,_CCF,441481004,Chronic systolic heart failure (disorder)
HeartFailure,25,1,_CCF,441530006,Chronic diastolic heart failure (disorder)
HeartFailure,25,1,_CCF,443253003,Acute on chronic systolic heart failure (disorder)
HeartFailure,25,1,_CCF,443254009,Acute systolic heart failure (disorder)
HeartFailure,25,1,_CCF,443343001,Acute diastolic heart failure (disorder)
HeartFailure,25,1,_CCF,443344007,Acute on chronic diastolic heart failure (disorder)
HeartFailure,25,1,_CCF,445236007,Cardiorenal syndrome (disorder)
HeartFailure,25,1,_CCF,446221000,Heart failure with normal ejection fraction (disorder)
HeartFailure,25,1,_CCF,446221000,Heart failure with preserved ejection fraction
HeartFailure,25,1,_CCF,446221000,HFNEF - heart failure with normal ejection fraction
HeartFailure,25,1,_CCF,462172006,Fetal heart failure (disorder)
HeartFailure,25,1,_CCF,462174007,Fetal heart failure with myocardial hypertrophy (disorder)
HeartFailure,25,1,_CCF,462175008,Fetal heart failure with redistribution of cardiac output (disorder)
HeartFailure,25,1,_CCF,471880001,Heart failure due to end stage congenital heart disease (disorder)
HeartFailure,25,1,_CCF,609507007,Induced termination of pregnancy complicated by cardiac failure (disorder)
HeartFailure,25,1,_CCF,698296002,Acute exacerbation of chronic congestive heart failure (disorder)
HeartFailure,25,1,_CCF,698592004,Asymptomatic left ventricular systolic dysfunction (disorder)
HeartFailure,25,1,_CCF,698594003,Symptomatic congestive heart failure (disorder)
HeartFailure,25,1,_CCF,703272007,Heart failure with reduced ejection fraction (disorder)
HeartFailure,25,1,_CCF,703273002,Heart failure with reduced ejection fraction due to coronary artery disease (disorder)
HeartFailure,25,1,_CCF,703274008,Heart failure with reduced ejection fraction due to myocarditis (disorder)
HeartFailure,25,1,_CCF,703275009,Heart failure with reduced ejection fraction due to cardiomyopathy (disorder)
HeartFailure,25,1,_CCF,703276005,Heart failure with reduced ejection fraction due to heart valve disease (disorder)
HeartFailure,25,1,_CCF,704242009,Fetal heart failure due to extracardiac disease (disorder)
HeartFailure,25,1,_CCF,717840005,Congestive heart failure stage B (disorder)
HeartFailure,25,1,_CCF,722095005,Acute kidney injury due to circulatory failure (disorder)
HeartFailure,25,1,_CCF,722919003,Neonatal cardiac failure due to decreased left ventricular output (disorder)
HeartFailure,25,1,_CCF,724550005,Neonatal cardiac failure due to pulmonary overperfusion (disorder)
HeartFailure,25,1,_CCF,15781000119107,Hypertensive heart AND chronic kidney disease with congestive heart failure (disorder)
HeartFailure,25,1,_CCF,23341000119109,Congestive heart failure with right heart failure (disorder)
HeartFailure,25,1,_CCF,67431000119105,Congestive heart failure stage D (disorder)
HeartFailure,25,1,_CCF,67441000119101,Congestive heart failure stage C (disorder)
HeartFailure,25,1,_CCF,72481000119103,Congestive heart failure as early postoperative complication (disorder)
HeartFailure,25,1,_CCF,96311000119109,Exacerbation of congestive heart failure (disorder)
HeartFailure,25,1,_CCF,101281000119107,Congestive heart failure due to cardiomyopathy (disorder)
HeartFailure,25,1,_CCF,120851000119104,Systolic heart failure stage D (disorder)
HeartFailure,25,1,_CCF,120861000119102,Systolic heart failure stage C (disorder)
HeartFailure,25,1,_CCF,120881000119106,Diastolic heart failure stage D (disorder)
HeartFailure,25,1,_CCF,120891000119109,Diastolic heart failure stage C (disorder)
HeartFailure,25,1,_CCF,153931000119109,Acute combined systolic and diastolic heart failure (disorder)
HeartFailure,25,1,_CCF,153941000119100,Chronic combined systolic and diastolic heart failure (disorder)
HeartFailure,25,1,_CCF,153951000119103,Acute on chronic combined systolic and diastolic heart failure (disorder)
HeartFailure,25,1,_CCF,325431000000103,Congestive heart failure due to valvular disease
HeartFailure,25,1,_CCF,325431000000103,Congestive heart failure due to valvular disease (disorder)
HeartFailure,25,1,_CCF,338101000000107,Congestive heart failure due to valvular disease
HeartFailure,25,1,_CCF,501871000000106,[D]Cardiorespiratory failure
HeartFailure,25,1,_CCF,501871000000106,[D]Cardiorespiratory failure (context-dependent category)
HeartFailure,25,1,_CCF,501871000000106,[D]Cardiorespiratory failure (situation)
HeartFailure,25,1,_CCF,519531000000108,Cardiorenal syndrome
HeartFailure,25,1,_CCF,519531000000108,Cardiorenal syndrome (disorder)
HeartFailure,25,1,_CCF,749821000000101,Heart failure with normal ejection fraction
HeartFailure,25,1,_CCF,749821000000101,Heart failure with normal ejection fraction (disorder)
HeartFailure,25,1,_CCF,749821000000101,HFNEF - heart failure with normal ejection fraction
HeartFailure,25,1,_CCF,757101000000106,Heart failure with normal ejection fraction
HeartFailure,25,1,_CCF,834611000000108,Chemical-induced pulmonary oedema
HeartFailure,25,1,_CCF,1064941000000106,Heart failure with reduced ejection fraction
HeartFailure,25,1,_CCF,1064941000000106,Heart failure with reduced ejection fraction (disorder)
HeartFailure,25,1,_CCF,10674871000119105,Pulmonary edema caused by chemical fumes (disorder)
HeartFailure,25,1,_CCF,15629541000119106,Congestive heart failure stage C due to Ischemic cardiomyopathy (disorder)
HeartFailure,25,1,_CCF,15629591000119103,Congestive heart failure stage B due to ischemic cardiomyopathy (disorder)
HeartFailure,25,1,_CCF,15629741000119102,Systolic heart failure stage C due to ischemic cardiomyopathy (disorder)
HeartFailure,25,1,_CCF,15964701000119109,Acute cor pulmonale co-occurrent and due to saddle embolus of pulmonary artery (disorder)
HousingCategory,395,1,_carehome,42665001,Nursing home (environment)
HousingCategory,395,1,_carehome,160730009,Part III accommodation (environment)
HousingCategory,395,1,_carehome,160730009,Part III accommodation (finding)
HousingCategory,395,1,_carehome,160731008,Part III accommodation arranged (finding)
HousingCategory,395,1,_carehome,160732001,Resident in part III accommodation (finding)
HousingCategory,395,1,_carehome,160733006,Nursing or other home (environment)
HousingCategory,395,1,_carehome,160733006,Nursing or other home (finding)
HousingCategory,395,1,_carehome,160734000,Lives in a nursing home (finding)
HousingCategory,395,1,_carehome,160736003,Lives in a welfare home (finding)
HousingCategory,395,1,_carehome,160737007,Lives in an old peoples home (finding)
HousingCategory,395,1,_carehome,160738002,Lives in a children's home (finding)
HousingCategory,395,1,_carehome,185218006,Seen in nursing home (finding)
HousingCategory,395,1,_carehome,224220007,Lives in supported home (finding)
HousingCategory,395,1,_carehome,224224003,Lives in staffed home (finding)
HousingCategory,395,1,_carehome,224629001,Retreat house (environment)
HousingCategory,395,1,_carehome,224629001,Retreat house (finding)
HousingCategory,395,1,_carehome,224675009,Hostel for the homeless (environment)
HousingCategory,395,1,_carehome,224675009,Hostel for the homeless (finding)
HousingCategory,395,1,_carehome,224676005,Life hostel (environment)
HousingCategory,395,1,_carehome,224676005,Life hostel (finding)
HousingCategory,395,1,_carehome,224677001,Battered wives hostel (environment)
HousingCategory,395,1,_carehome,224677001,Battered wives hostel (finding)
HousingCategory,395,1,_carehome,224678006,Community mental health hostel (environment)
HousingCategory,395,1,_carehome,224678006,Community mental health hostel (finding)
HousingCategory,395,1,_carehome,224679003,Rehabilitation hostel (environment)
HousingCategory,395,1,_carehome,224679003,Rehabilitation hostel (finding)
HousingCategory,395,1,_carehome,224680000,Halfway house (environment)
HousingCategory,395,1,_carehome,224680000,Halfway house (finding)
HousingCategory,395,1,_carehome,224681001,Staff hostel (environment)
HousingCategory,395,1,_carehome,224681001,Staff hostel (finding)
HousingCategory,395,1,_carehome,224682008,Student hostel (environment)
HousingCategory,395,1,_carehome,224682008,Student hostel (finding)
HousingCategory,395,1,_carehome,224683003,Military accommodation (environment)
HousingCategory,395,1,_carehome,224683003,Military accommodation (finding)
HousingCategory,395,1,_carehome,224688007,Remand home (environment)
HousingCategory,395,1,_carehome,224688007,Remand home (finding)
HousingCategory,395,1,_carehome,224689004,Young offenders center (environment)
HousingCategory,395,1,_carehome,224689004,Young offenders center (finding)
HousingCategory,395,1,_carehome,224881003,Charitable nursing home (environment)
HousingCategory,395,1,_carehome,224882005,Cheshire nursing home (environment)
HousingCategory,395,1,_carehome,224883000,St Dunstan's (environment)
HousingCategory,395,1,_carehome,257582008,Children's home (environment)
HousingCategory,395,1,_carehome,257582008,Children's home (finding)
HousingCategory,395,1,_carehome,257628001,Hostel (environment)
HousingCategory,395,1,_carehome,257628001,Hostel (finding)
HousingCategory,395,1,_carehome,257652008,Old peoples' home (environment)
HousingCategory,395,1,_carehome,257652008,Old peoples' home (finding)
HousingCategory,395,1,_carehome,257656006,Penal institution (environment)
HousingCategory,395,1,_carehome,257656006,Penal institution (finding)
HousingCategory,395,1,_carehome,257688003,Residential home (environment)
HousingCategory,395,1,_carehome,257688003,Residential home (finding)
HousingCategory,395,1,_carehome,284546000,Hospice (environment)
HousingCategory,395,1,_carehome,284546000,Hospice (finding)
HousingCategory,395,1,_carehome,284649002,Army barracks (environment)
HousingCategory,395,1,_carehome,284649002,Army barracks (finding)
HousingCategory,395,1,_carehome,284650002,Military camp (environment)
HousingCategory,395,1,_carehome,284650002,Military camp (finding)
HousingCategory,395,1,_carehome,284651003,Air force barracks (environment)
HousingCategory,395,1,_carehome,284651003,Air force barracks (finding)
HousingCategory,395,1,_carehome,284652005,Naval barracks (environment)
HousingCategory,395,1,_carehome,284652005,Naval barracks (finding)
HousingCategory,395,1,_carehome,285113009,Religious institutional residence (environment)
HousingCategory,395,1,_carehome,285113009,Religious institutional residence (finding)
HousingCategory,395,1,_carehome,285114003,Monastery (environment)
HousingCategory,395,1,_carehome,285114003,Monastery (finding)
HousingCategory,395,1,_carehome,285115002,Convent (environment)
HousingCategory,395,1,_carehome,285115002,Convent (finding)
HousingCategory,395,1,_carehome,309999004,Warden controlled accommodation (environment)
HousingCategory,395,1,_carehome,309999004,Warden controlled accommodation (finding)
HousingCategory,395,1,_carehome,310205006,Private residential home (environment)
HousingCategory,395,1,_carehome,310205006,Private residential home (finding)
HousingCategory,395,1,_carehome,310206007,Private nursing home (environment)
HousingCategory,395,1,_carehome,310207003,Sheltered housing (environment)
HousingCategory,395,1,_carehome,310207003,Sheltered housing (finding)
HousingCategory,395,1,_carehome,394923006,Lives in a residential home (finding)
HousingCategory,395,1,_carehome,419955002,Residential institution (environment)
HousingCategory,395,1,_carehome,24751000000101,Nursing home visit note
HousingCategory,395,1,_carehome,24751000000101,Nursing home visit note (administrative concept)
HousingCategory,395,1,_carehome,24751000000101,Nursing home visit note (record artifact)
HousingCategory,395,1,_carehome,164291000000102,Lives in an old peoples home
HousingCategory,395,1,_carehome,164301000000103,Lives in a welfare home
HousingCategory,395,1,_carehome,164961000000103,Lives in a welfare home
HousingCategory,395,1,_carehome,171591000000105,Lives in an old peoples home
HousingCategory,395,1,_carehome,193161000000101,Local authority care home
HousingCategory,395,1,_carehome,193161000000101,Local authority care home (environment)
HousingCategory,395,1,_carehome,193161000000101,Local authority care home (finding)
HousingCategory,395,1,_carehome,193171000000108,Private or voluntary care home
HousingCategory,395,1,_carehome,193171000000108,Private or voluntary care home (environment)
HousingCategory,395,1,_carehome,193171000000108,Private or voluntary care home (finding)
HousingCategory,395,1,_carehome,248171000000108,Lives in care home
HousingCategory,395,1,_carehome,248171000000108,Lives in care home (finding)
HousingCategory,395,1,_carehome,249371000000104,Lives in care home
HousingCategory,395,1,_carehome,252001000000102,Lives in care home 
HousingCategory,395,1,_carehome,287291000000105,Lives in a children's unit
HousingCategory,395,1,_carehome,287291000000105,Lives in a children's unit (finding)
HousingCategory,395,1,_carehome,287301000000109,Lives in a children's unit
HousingCategory,395,1,_carehome,287311000000106,Lives in a children's unit 
HousingCategory,395,1,_carehome,299701000000103,Provision of continuing care in nursing home
HousingCategory,395,1,_carehome,299701000000103,Provision of continuing care in nursing home (regime/therapy)
HousingCategory,395,1,_carehome,299711000000101,Provision of continuing care in nursing home 
HousingCategory,395,1,_carehome,299721000000107,Provision of continuing care in nursing home
HousingCategory,395,1,_carehome,909501000000105,Hospice community lodge
HousingCategory,395,1,_carehome,909501000000105,Hospice community lodge (environment)
HousingCategory,395,1,_carehome,909511000000107,Hospice community lodge 
HousingCategory,395,1,_carehome,929071000000104,Part III accommodation
HousingCategory,395,1,_carehome,929071000000104,Part III accommodation (environment)
HousingCategory,395,1,_carehome,929111000000105,Part 3 accommodation
HousingCategory,395,1,_carehome,929111000000105,Part III accommodation
HousingCategory,395,1,_carehome,929111000000105,Part III accommodation (environment)
HousingCategory,395,1,_carehome,929111000000105,Part III accommodation (finding)
HousingCategory,395,1,_carehome,963781000000109,Lives in supported home
HousingCategory,395,1,_carehome,979501000000100,Lives in Extra Care housing
HousingCategory,395,1,_carehome,979501000000100,Lives in Extra Care housing (finding)
HousingCategory,395,1,_carehome,979511000000103,Lives in extra care housing 
HousingCategory,7577,2,_homeless,32911000,Homeless (finding)
HousingCategory,7577,2,_homeless,105526001,Homeless family (finding)
HousingCategory,7577,2,_homeless,160700001,Homeless single person (finding)
HousingCategory,7577,2,_homeless,160701002,Social migrant (finding)
HousingCategory,7577,2,_homeless,160702009,Illegal migrant (finding)
HousingCategory,7577,2,_homeless,160703004,Vagrant (finding)
HousingCategory,7577,2,_homeless,224228000,Living rough (finding)
HousingCategory,7577,2,_homeless,224229008,Sleeping out (finding)
HousingCategory,7577,2,_homeless,224231004,Sleeping in night shelter (finding)
HousingCategory,7577,2,_homeless,224232006,Sleeping at friends home (finding)
HousingCategory,7577,2,_homeless,224233001,Sleeping in vehicle (finding)
HousingCategory,7577,2,_homeless,266935003,Housing lack (finding)
HousingCategory,7577,2,_homeless,266940006,Lives in squat (finding)
HousingCategory,7577,2,_homeless,365510008,Finding of temporary shelter arrangements (finding)
HousingCategory,7577,2,_homeless,702526004,Under care of homeless advocacy service (finding)
HousingCategory,7577,2,_homeless,165571000000100,Homeless - enhanced service completed
HousingCategory,7577,2,_homeless,166301000000107,Homeless - enhanced services administration
HousingCategory,7577,2,_homeless,166301000000107,Homeless - enhanced services administration (finding)
HousingCategory,7577,2,_homeless,166301000000107,Homeless - enhanced services administration (procedure)
HousingCategory,7577,2,_homeless,166301000000107,Homeless enhanced services administration
HousingCategory,7577,2,_homeless,166301000000107,Homeless enhanced services administration (finding)
HousingCategory,7577,2,_homeless,166301000000107,Homeless enhanced services administration (procedure)
HousingCategory,7577,2,_homeless,166461000000103,Homeless - enhanced service completed
HousingCategory,7577,2,_homeless,166461000000103,Homeless - enhanced service completed (finding)
